"Response","tweets"
"negative"," southwestair  the agents werenot helpful told me i would have to pay 2chng even though i tld them going2 bwi whch is part of trvl advsry"
"positive"," southwestair  destinationdragons  imaginedragons i m a huge fan  i would love tix to your show "
"neutral"," southwestair to the rescue  sundown in chicago  next stop san antonio  http   t co rqbpmwettq"
"negative"," americanair it s not a friend it s a legally required chaperone on a school trip "
"negative"," usairways 2 bad planes  amp  3 gate changes  lots of exercise   travelfail let s hope this plane works  i m tired "
"neutral"," united we have developers flying down tmrw morn  w 45 min layover  there is an earlier flight to have 1 5hr layover  can move them up "
"negative"," southwestair bags fly free  just not to where you re going "
"negative"," americanair customer service  if you can call it that  refunded my money"
"positive"," southwestair no worries  you re doing the best u can  already cancelled flighted my biz trip  still  luv you   rr 1079871763"
"neutral"," jetblue help   i left my nikon camera under the seat in front of me  what do i do "
"negative"," united you re terrible "
"negative"," united you really need a better system for handling cancelled flightled flights http   t co 3ubcoasyws"
"negative"," jetblue right now completely pissed off"
"negative"," united trying to reach him for the number  at last they have him on standbye and gave him 1 meal voucher for a potential 2 day standbye "
"negative"," usairways will you hold  475 today for connecting passengers coming from delayed flights "
"positive"," americanair my pleasure  next aa flight   this wednesday to milan  italy for  midoexhibition    see you then    "
"negative"," usairways over an hour is unacceptable wait time  thanks for nothing   be sure never to fly you again"
"negative"," jetblue and have empty  help  desks"
"negative"," united look at the twitter history   as usual service non existent"
"negative"," united i did not  my mind was on getting to the next flight "
"negative"," americanair that will be the third time i have been called by 800 433 7300 an hung on before anyone speaks  what do i do now   "
"negative"," usairways and when will one of these agents be available to speak "
"negative"," southwestair flight to phl from fll cancelled flighted 2 21 no flight available until 2 24 done with sw "
"negative"," united i know i can see that too but now estimated time of dep  is 10am  i don t understand why there wasn t a better estimate 3 hrs ago"
"positive"," jetblue haha no need to apologize      i ll be flight booking problems sooner than late flightr  i love jetblue"
"negative"," jetblue i appreciate the speedy response  but the longer you delay the more inconvenience you put on your customers  please nix change fee "
"negative"," usairways  traveloneworld    utterly frustrated after 4 hours on hold call was disconnected  i need to amend a flight booking problems  help  ow emerald"
"negative"," southwestair  when you take my money and do not provide a service makes for a profitable venture for your company   isitthegarykellyway "
"positive"," united thank you for listening to my compliant and doing the right thing  i appreciate you working with me"
"negative"," usairways already tried  how about conf   via dm"
"positive"," united ewr agent barbara was fabulous and an example of cust  serv  a pleasure talking to you     http   t co kmquly9g5e"
"negative"," americanair my two coats were in that bag so i have been in france with no coat  walking around with a t shirt and one clean pair  3 "
"neutral"," southwestair please help  i would die to see the vegas show  it would be amazing to hear their songs for real "
"negative"," southwestair yes  but i like need my luggage before tomorrow morning"
"negative"," jetblue thanks for the response  just been waiting for 5 hours and really frustrated  seems like no one at jetblue is concerned "
"negative"," united i m checked in  agent wouldn t tag my bags at 7am  now i m standing in line hell "
"negative"," jetblue when your flights delayed      gt  gt  gt "
"negative"," americanair i finally got someone on the phone so no worries "
"negative"," americanair i m home  amp  only 9hr late flight   no thanks to your service centre   their plan involved 4 flight legs all across na and 2 full days  "
"neutral"," united currently on standby to lax then it is a 2 hour ride to palm springs  long day starting at a snowy 3 30 am in philly "
"negative"," americanair why cancelled flight  1605 on 6 25  amp  6 28  flights now 4 hrs longer  amp   have layovers  too late flight to find a reasonably priced alternative "
"negative"," jetblue terrible landing on 915"
